Date,OUTPUT
2022-03-16 11:18:21,"<li>NJ marijuana legalization: legal weed dispensary applications now open (<a href=""https://www.app.com/story/news/local/new-jersey/marijuana/2022/03/16/nj-legal-weed-dispensary-application-phil-murphy/7049880001/"">Asbury Park Press</a>)"
2022-03-16 11:20:21,"<li>Capitol riot defendant from Colts Neck NJ faces two fewer charges (<a href=""https://www.app.com/story/news/local/courts/2022/03/15/capitol-riot-defendant-from-colts-neck-nj-faces-two-fewer-charges/7054765001/"">Asbury Park Press</a>)"
2022-03-16 11:25:42,"<li>New York Asks Supreme Court to Stop New Jersey From Leaving Crime-Fighting Agency (<a href=""https://www.wsj.com/articles/new-york-asks-supreme-court-to-stop-new-jersey-from-leaving-crime-fighting-agency-11647297216"">Wall Street Journal</a>)"
,-
2022-03-17 12:22:17,"<li>Some New Jersey residents have access to free income tax services (<a href=""https://newjerseymonitor.com/2022/03/17/some-new-jersey-residents-have-access-to-free-income-tax-services/"">NJ Monitor</a>)"
2022-03-17 12:21:03,"<li>N.J. Supreme Court reverses ruling that had expanded Miranda rights (<a href=""https://newjerseymonitor.com/2022/03/17/n-j-supreme-court-reverses-ruling-that-had-expanded-miranda-rights/"">NJ Monitor</a>)"
2022-03-17 12:20:47,"<li>Old xenophobic mailer could haunt Caliguire bid for Bergen County Executive (<a href=""https://newjerseyglobe.com/local/old-xenophobic-mailer-could-haunt-caliguire-bid-for-bergen-county-executive/"">NJ Globe</a>)"
2022-03-17 12:20:33,"<li>Keith Davis stepping down as Atlantic GOP chair to form super PAC (<a href=""https://newjerseyglobe.com/campaigns/keith-davis-stepping-down-as-atlantic-gop-chair-to-form-super-pac/"">NJ Globe</a>)"
2022-03-17 12:20:22,"<li>What might a first-in-the-nation New Jersey presidential primary look like? (<a href=""https://newjerseyglobe.com/presidential-election/what-might-a-first-in-the-nation-new-jersey-presidential-primary-look-like/"">NJ Globe</a>)"
2022-03-17 12:24:28,"<li>Move in NJ to regulate cryptocurrencies, blockchain (<a href=""https://www.njspotlightnews.org/2022/03/assemblywoman-yvonne-lopez-sen-nellie-pou-want-regulate-cryptocurrencies-blockchain-tech-protect-consumers-transparency-fraud-embezzlement/"">NJ Spotlight</a>)"
2022-03-17 12:23:47,"<li>Here’s why NJ is awash in tax revenues (<a href=""https://www.njspotlightnews.org/2022/03/nj-tax-revenues-surge-billions-beat-forecasts-income-sales-corporate-gov-phil-murphy-republicans-critical/"">NJ Spotlight</a>)"
2022-03-17 12:23:33,"<li>Toms River 2022 budget has no tax increase, but some will pay more (<a href=""https://www.app.com/story/news/investigations/watchdog/taxes/2022/03/17/toms-river-nj-2022-budget-taxes/7059419001/"">Asbury Park Press</a>)"
2022-03-17 12:22:32,"<li>Atlantic City OKs Cannabis Review Board, adds hotel/motel liquor licenses (<a href=""https://pressofatlanticcity.com/news/local/atlantic-city-oks-cannabis-review-board-adds-hotel-motel-liquor-licenses/article_e92f2e30-a53b-11ec-8b23-6b56c9b6211c.html#tracking-source=home-top-story"">Press of Atlantic City</a>)"
2022-03-17 12:22:43,"<li>Davis resigns as head of Atlantic County Republicans (<a href=""https://pressofatlanticcity.com/news/local/davis-resigns-as-head-of-atlantic-county-republicans/article_5d248ab2-a602-11ec-bdf7-e7708e5719a3.html#tracking-source=home-top-story"">Press of Atlantic City</a>)"
,-
2022-03-21 12:12:49,"<li>NJ Transit working on sustainable future, wants the public's help (<a href=""https://www.northjersey.com/story/news/transportation/2022/03/18/nj-transit-sustainable-help-electric-bus-renewable-energy/7090974001/"">NorthJersey.com</a>)"
2022-03-21 12:11:11,"<li>New Jersey advocacy groups push for same-day voter registration law (<a href=""https://whyy.org/articles/new-jersey-same-day-voter-registration-law/"">WHYY</a>)"
2022-03-21 12:10:25,"<li>Push to ban smoking in Atlantic City casinos gaining support in N.J. Legislature (<a href=""https://www.nj.com/politics/2022/03/push-to-ban-smoking-in-atlantic-city-casinos-gaining-support-in-nj-legislature.html"">NJ.com</a>)"
2022-03-21 12:10:13,"<li>New 'Let's Go Brandon' store opens in New Jersey (<a href=""https://nypost.com/2022/03/18/new-lets-go-brandon-store-opens-in-new-jersey/"">New York Post</a>)"
,-
2022-03-22 11:22:09,"<li>Bill extending bribery laws to political candidates sails through Senate committee (<a href=""https://newjerseyglobe.com/legislature/bill-extending-bribery-laws-to-political-candidates-sails-through-senate-committee/"">NJ Globe</a>)"
2022-03-22 11:21:43,"<li>Do-over election in Old Bridge today (<a href=""https://newjerseyglobe.com/local/do-over-election-in-old-bridge-today/"">NJ Globe</a>)"
2022-03-22 11:25:46,"<li>N.Y. is creating false emergency in fight over mob watchdog agency, N.J. tells U.S. Supreme Court (<a href=""https://www.nj.com/politics/2022/03/nj-tells-us-supreme-court-that-ny-is-creating-false-emergency-in-fight-over-mob-watchdog-agency.html"">NJ.com</a>)"
2022-03-22 11:25:33,"<li>N.J.’s new pump-your-own-gas bill could be dead. Senate President Scutari says he opposes it. (<a href=""https://www.nj.com/politics/2022/03/njs-new-pump-your-own-gas-bill-could-be-dead-senate-president-scutari-says-he-opposes-it.html"">NJ.com</a>)"
2022-03-22 11:25:15,"<li>Child tax credit claimed by just half of NJ families: Rutgers study (<a href=""https://www.northjersey.com/story/news/2022/03/21/nj-child-tax-credit-claimed-just-half-families-rutgers-study/7082290001/"">NorthJersey.com</a>)"
2022-03-22 11:25:03,"<li>NJ unemployment: Senator calls on labor commissioner to resign (<a href=""https://www.northjersey.com/story/news/new-jersey/2022/03/21/nj-unemployment-senator-kristin-corrado-calls-labor-commissioner-resign/9454963002/"">NorthJersey.com</a>)"
2022-03-22 11:24:38,"<li>'This is so bizarre': Why this NJ political murder-for-hire scandal may just be starting (<a href=""https://www.northjersey.com/story/news/columnists/charles-stile/2022/02/22/michael-galdieri-nj-murder-for-hire-scandal/6800452001/"">NorthJersey.com</a>)"
2022-03-22 11:24:25,"<li>NJ political agent allegedly hired man who killed before to off friend (<a href=""https://www.northjersey.com/story/news/new-jersey/2022/03/22/sean-caddle-nj-allegedly-hired-george-bratsenis/9346584002/"">NorthJersey.com</a>)"
2022-03-22 11:24:04,"<li>More pressure on former NJ Oath Keeper over Jan. 6? (<a href=""https://www.njspotlightnews.org/2022/03/roberto-minuta-oath-keepers-proud-boys-u-s-capitol-assault-jan-6-2021-arrested-charges-added/"">NJ Spotlight</a>)"
2022-03-22 11:23:53,"<li>NJ needs to boost budget spending, advocates say (<a href=""https://www.njspotlightnews.org/2022/03/nj-public-budget-hearing-gov-murphy-lawmakers-more-spending-state-tax-revenues/"">NJ Spotlight</a>)"
2022-03-22 11:22:53,"<li>In praise of CJ Griffin, who fights to shine a spotlight on N.J. government | Opinion  (<a href=""https://newjerseymonitor.com/2022/03/18/in-praise-of-cj-griffin-who-fights-to-shine-a-spotlight-on-n-j-government-opinion/"">NJ Monitor</a>)"
2022-03-22 11:22:28,"<li>Lawmaker withdraws bill that would hike pre-trial incarcerations for gun crimes (<a href=""https://newjerseymonitor.com/2022/03/22/lawmaker-withdraws-bill-that-would-hike-pre-trial-incarcerations-for-gun-crimes/"">NJ Monitor</a>)"
2022-03-22 11:22:18,"<li>After yearslong wait, Senate committee advances bill addressing sexual extortion (<a href=""https://newjerseyglobe.com/legislature/after-yearslong-wait-senate-committee-advances-bill-addressing-sexual-extortion/"">NJ Globe</a>)"
,-
2022-03-22 15:10:44,"<li>An intersection in East Brunswick has been named the ""Statistical Center of New Jersey"" based on the results of the 2020 Census. (<a href=""https://www.tapinto.net/towns/east-brunswick/sections/government/articles/east-brunswick-named-statistical-center-of-new-jersey-by-census-surveyors"">TAPinto</a>)"
2022-03-23 10:04:57,"<li>Convicted brother of disgraced N.J. mayor loses state job after news report (<a href=""https://www.nj.com/mercer/2022/03/convicted-brother-of-disgraced-nj-mayor-loses-state-job-after-news-report.html"">NJ.com</a>)"
2022-03-23 10:04:30,"<li>NJ election workers could get $300 per day (<a href=""https://www.njspotlightnews.org/2022/03/nj-election-poll-workers-permanent-pay-raises-300-per-day-assembly-lawmakers-vote-gov-murphy-budget/"">NJ Spotlight</a>)"
2022-03-23 10:02:57,"<li>Lawmakers mull measure requiring public agencies to report cybersecurity incidents (<a href=""https://newjerseymonitor.com/briefs/lawmakers-mull-measure-requiring-public-agencies-to-report-cybersecurity-incidents/"">NJ Monitor</a>)"
2022-03-23 10:02:45,"<li>Bills would protect first responders with PTSD and hike retirement age for chiefs (<a href=""https://newjerseymonitor.com/2022/03/23/bills-would-protect-first-responders-with-ptsd-and-hike-retirement-age-for-chiefs/"">NJ Monitor</a>)"
2022-03-23 10:02:33,"<li>N.Y., N.J. in legal fight over port watchdog's fate (<a href=""https://newjerseymonitor.com/2022/03/23/n-y-n-j-in-legal-fight-over-port-watchdogs-fate/"">NJ Monitor</a>)"
2022-03-23 10:06:47,"<li>Hackensack Meridian merger with Englewood Health blocked by court (<a href=""https://www.northjersey.com/story/news/health/2022/03/22/hackensack-meridian-merger-englewood-health-blocked/7129311001/"">NorthJersey.com</a>)"
,-
2022-03-24 12:14:50,"<li>Bill moves to give Atlantic City 1.25% of sports gaming dollars (<a href=""https://pressofatlanticcity.com/news/local/bill-moves-to-give-atlantic-city-1-25-of-sports-gaming-dollars/article_cb738d28-ab80-11ec-bb47-6355b9d5e5b8.html"">Press of Atlantic City</a>)"
2022-03-24 12:16:58,"<li>Biden upside-down among N.J. voters, new GOP poll says (<a href=""https://newjerseyglobe.com/polling/biden-upside-down-among-n-j-voters-new-gop-poll-says/"">NJ Globe</a>)"
2022-03-24 12:24:33,"<li>Public safety would be at risk if N.J. pulls out of watchdog agency, N.Y. tells U.S. Supreme Court (<a href=""https://www.nj.com/politics/2022/03/public-safety-would-be-at-risk-if-nj-pulls-out-of-watchdog-agency-ny-tells-us-supreme-court.html"">NJ.com</a>)"
2022-03-24 12:24:25,"<li>Gas Rebate Act of 2022: Stimulus checks proposed as part of new bill (<a href=""https://www.nj.com/politics/2022/03/gas-rebate-act-of-2022-stimulus-checks-proposed-as-part-of-new-bill.html"">NJ.com</a>)"
2022-03-24 12:23:06,"<li>Ketanji Brown Jackson hearing: Sen. Cory Booker draws tears (<a href=""https://www.northjersey.com/story/news/new-jersey/2022/03/23/ketanji-brown-jackson-hearing-supreme-court-cory-booker/7149104001/"">NorthJersey.com</a>)"
2022-03-24 12:21:52,"<li>Democratic mayor in competitive Somerset town isn't seeking re-election (<a href=""https://newjerseyglobe.com/local/democratic-mayor-in-competitive-somerset-town-isnt-seeking-re-election/"">NJ Globe</a>)"
,-
2022-03-29 18:19:44,"<li>Whistleblower Lawsuit Claims Westfield Police Leaders Retaliated, Discriminated (<a href=""https://www.tapinto.net/towns/westfield/sections/police-and-fire/articles/whistleblower-lawsuit-claims-westfield-police-leaders-retaliated-discriminated"">TAPinto</a>)"
2022-03-25 12:05:36,"<li>Mount Laurel Township's communications director left her leadership position on a statewide continuing political committee days after her role in a local pay-to-play ordinance special election was criticized at a Township Council meeting. (<a href=""https://www.70and73.com/news/mount-laurel-official-steps-down-from-political-contributions-committee-with-role-in-recent-election/article_32140890-ac40-11ec-afb6-b7be2874431d.html"">70and73.com</a>)"
2022-03-30 11:55:08,"<li>Paterson NJ: ICE agent not indicted in fatal shooting (<a href=""https://www.northjersey.com/story/news/passaic/paterson/2022/03/29/paterson-nj-ice-agent-indicted-fatal-shooting/7205934001/"">NorthJersey.com</a>)"
2022-03-30 11:54:45,"<li>Business groups, progressives name divergent budget priorities (<a href=""https://newjerseymonitor.com/2022/03/30/business-groups-progressives-name-divergent-budget-priorities/"">NJ Monitor</a>)"
2022-03-30 11:54:34,"<li>Same-day voter registration bill back in limbo (<a href=""https://newjerseymonitor.com/2022/03/29/same-day-voter-registration-bill-back-in-limbo/"">NJ Monitor</a>)"
2022-03-30 11:54:13,"<li>Scutari announces legislative committee to review recreational marijuana delays (<a href=""https://newjerseyglobe.com/weed-legalization/scutari-announces-legislative-commission-to-review-recreational-marijuana-delays/"">NJ Globe</a>)"
2022-03-30 11:53:50,"<li>Norcross group files suit demanding release of Republic First records (<a href=""https://newjerseyglobe.com/local/camden/norcross-group-files-suit-demanding-release-of-republic-first-records/"">NJ Globe</a>)"
2022-03-30 11:52:14,"<li>NJ-3 GOP candidate Ian Smith charged with DUI (<a href=""https://newjerseyglobe.com/congress/nj-3-gop-candidate-ian-smith-charged-with-dui/"">NJ Globe</a>)"
2022-03-30 11:52:00,"<li>NJ gym owner running for Congress facing drunken driving charge (<a href=""https://thehill.com/homenews/campaign/600205-nj-gym-owner-running-for-congress-facing-drunken-driving-charge"">The Hill</a>)"
2022-03-30 11:59:30,"<li>More NJ tax incentives for retirement contributions? (<a href=""https://www.njspotlightnews.org/2022/03/401k-403b-nj-more-tax-incentives-retirement-contributions-affordability-concerns/"">NJ Spotlight</a>)"
2022-03-30 11:56:02,"<li>N.J. town paid $400K+ to conceal alleged racist slurs by mayor, police chief (<a href=""https://www.nj.com/news/2022/03/nj-town-paid-400k-to-conceal-alleged-racist-slurs-by-mayor-police-chief.html"">NJ.com</a>)"
2022-03-30 11:54:02,"<li>Union County Sheriff’s Office Violated Whistleblower Act, Terminated Sergeant Claims (<a href=""https://www.tapinto.net/towns/westfield/sections/union-county-news/articles/union-county-sheriff-s-office-violated-whistleblower-act-terminated-sergeant-claims"">TAPinto</a>)"
,-
2022-04-04 11:50:18,"<li>Bias incidents reported in N.J. at 27-year high, state says (<a href=""https://newjerseymonitor.com/briefs/bias-incidents-reported-in-n-j-at-27-year-high-state-says/"">NJ Monitor</a>)"
2022-04-04 11:53:10,"<li>What should NJ do with all that extra cash? (<a href=""https://www.njspotlightnews.org/2022/04/nj-state-budget-flush-cash-gov-phil-murphy-treasurer-hearings-fiscal-priorities-competing-interests/"">NJ Spotlight</a>)"
2022-04-04 11:52:17,"<li>State won't have voter file updated before filing deadline (<a href=""https://newjerseyglobe.com/campaigns/state-wont-have-voter-file-updated-before-filing-deadline/"">NJ Globe</a>)"
2022-04-04 11:52:02,"<li>Democrats want early voting site in Pleasantville, but GOP expected to oppose (<a href=""https://newjerseyglobe.com/local/democrats-want-early-voting-site-in-pleasantville-but-gop-expected-to-oppose/"">NJ Globe</a>)"
2022-04-04 11:51:35,"<li>Former Star-Ledger editor now offering to place Op-Eds for clients (<a href=""https://newjerseyglobe.com/media/former-star-ledger-editor-now-offering-to-place-op-eds-for-clients/"">NJ Globe</a>)"
,-
2022-04-13 14:14:25,"<li>'Democracy in action': Moorestown again delays road widening decision after hearing residents. (<a href=""https://www.70and73.com/news/democracy-in-action-moorestown-again-delays-road-widening-decision-after-hearing-residents/article_3f266536-bb41-11ec-a5ba-7733f6896e16.html"">70and73.com</a>)"
2022-04-13 10:49:12,"<li>Morristown takes first step towards condemning one of North Jersey's ""trophy locations"" (<a href=""https://morristowngreen.com/2022/04/13/eminent-domain-along-the-green-morristown-council-authorizes-study-owner-insists-he-has-buyer-for-vacant-buildings/"">Morristown Green</a>)"
2022-04-18 13:31:58,"<li>As Tax Day nears, undocumented immigrants again call for $1 billion in state aid (<a href=""https://newjerseymonitor.com/briefs/undocumented-immigrants-again-call-for-1-billion-in-state-aid/"">NJ Monitor</a>)"
2022-04-18 13:31:29,"<li>Watson Coleman reports biggest fundraising quarter since 2016 (<a href=""https://newjerseyglobe.com/congress/watson-coleman-reports-biggest-fundraising-quarter-since-2016/"">NJ Globe</a>)"
2022-04-18 13:36:08,"<li>LGBTQ community, people of color in the crosshairs of banned book movement (<a href=""https://newjerseymonitor.com/2022/04/18/lgbtq-community-people-of-color-in-the-crosshairs-of-banned-book-movement/"">NJ Monitor</a>)"
2022-04-18 13:35:25,"<li>Payne raises $390k, his largest fundraising quarter ever (<a href=""https://newjerseyglobe.com/congress/payne-raises-390k-his-largest-fundraising-quarter-ever/"">NJ Globe</a>)"
2022-04-18 13:34:51,"<li>Bill would require unemployment claims to be processed in two weeks (<a href=""https://newjerseymonitor.com/briefs/bill-would-require-unemployment-claims-to-be-processed-in-two-weeks/"">NJ Monitor</a>)"
2022-04-18 13:34:31,"<li>How casino workers are pushing to ban smoking in Atlantic City (<a href=""https://www.northjersey.com/story/news/columnists/charles-stile/2022/04/18/atlantic-city-nj-casino-smoking-ban/7303078001/"">NorthJersey.com</a>)"
2022-04-18 13:32:37,"<li>Norcross adds another $200k to campaign warchest in Q1 (<a href=""https://newjerseyglobe.com/congress/norcross-adds-another-200k-to-campaign-warchest-in-q1/"">NJ Globe</a>)"
,-
2022-04-19 10:31:31,"<li>Arguing for end to NJ’s inheritance tax (<a href=""https://www.njspotlightnews.org/2022/04/arguing-to-end-nj-inheritance-tax-big-boost-state-revenues-during-pandemic-questioning-fairness/"">NJ Spotlight</a>)"
2022-04-19 10:30:42,"<li>Solving N.J.'s judicial vacancy problem would be giant task for Governor Murphy (<a href=""https://newjerseymonitor.com/2022/04/19/solving-n-j-s-judicial-vacancy-problem-would-be-giant-task-for-governor-murphy/"">NJ Monitor</a>)"
2022-04-19 10:30:33,"<li>Murphy expresses ‘relief’ over beginning of legal weed sales (<a href=""https://newjerseyglobe.com/weed-legalization/murphy-expresses-relief-over-beginning-of-legal-weed-sales/"">NJ Globe</a>)"
2022-04-19 10:30:07,"<li>Murphy wants federal funds to boost N.J. state police ranks (<a href=""https://newjerseymonitor.com/2022/04/19/murphy-wants-federal-funds-to-boost-n-j-state-police-ranks/"">NJ Monitor</a>)"
2022-04-19 10:29:55,"<li>Murphy open to banning off-duty N.J. cops from consuming weed (<a href=""https://www.nj.com/politics/2022/04/murphy-open-to-banning-off-duty-nj-cops-from-consuming-weed.html"">NJ.com</a>)"
2022-04-19 10:29:37,"<li>Galloway residents to see municipal tax decrease for eighth straight year (<a href=""https://pressofatlanticcity.com/news/local/galloway-residents-to-see-municipal-tax-decrease-for-eighth-straight-year/article_4ab53aca-bf43-11ec-8b78-a3336f3f5708.html"">Press of Atlantic City</a>)"
2022-04-19 10:28:50,"<li>CRDA to consider weed store for Pacific Ave (<a href=""https://pressofatlanticcity.com/news/local/crda-to-consider-weed-store-for-pacific-ave/article_5c5ec206-bf6a-11ec-94c5-8b186e7285a9.html"">Press of Atlantic City</a>)"
2022-04-19 10:34:07,"<li>Disclosure of contracts is key for NJ lawmakers, experts say (<a href=""https://www.northjersey.com/story/news/politics/elections/2022/04/19/nj-lawmakers-public-contracts-campaign-contributions/7302740001/"">NorthJersey.com</a>)"
2022-04-19 10:33:59,"<li>It's Election Day in New Jersey (<a href=""https://newjerseyglobe.com/campaigns/its-election-day-in-new-jersey-3/"">NJ Globe</a>)"
2022-04-19 10:33:40,"<li>Passaic GOP asked federal judge to invalidate sheriff residency requirement law (<a href=""https://newjerseyglobe.com/local/passaic-gop-asked-federal-judge-to-invalidate-sheriff-residency-requirement-law/"">NJ Globe</a>)"
2022-04-19 10:33:22,"<li>Monitoring of Newark Police Department for two more years under discussion (<a href=""https://www.njspotlightnews.org/video/monitoring-of-newark-police-department-for-two-more-years-under-discussion/"">NJ Spotlight</a>)"
2022-04-19 10:32:46,"<li>Marianne Williamson swoops into N.J. politics with endorsement of Ocampo Grajales (<a href=""https://newjerseyglobe.com/congress/marianne-williamson-swoops-into-n-j-politics-with-endorsement-of-ocampo-grajales/"">NJ Globe</a>)"
,-
2022-04-20 12:29:08,"<li>Union seeking to organize Amazon site in New Jersey withdraws petition for vote (<a href=""https://www.reuters.com/technology/union-seeking-organize-amazon-site-new-jersey-withdraws-petition-vote-2022-04-19/"">Reuters</a>)"
2022-04-20 12:34:56,"<li>Legal weed sales begin, but convictions remain (<a href=""https://www.njspotlightnews.org/2022/04/nj-recreational-marijuana-cannabis-weed-adult-use-sales-begin-criminal-conviction-expungement-delays/"">NJ Spotlight</a>)"
2022-04-20 12:34:32,"<li>'People’s Hearing’ advocates press for federal aid (<a href=""https://www.njspotlightnews.org/2022/04/nj-public-peoples-hearing-activists-federal-covid-19-relief-aid-funding-low-income-student-mental-health-rental-utility-assistance-frontline-worker-compensation/"">NJ Spotlight</a>)"
2022-04-20 12:33:17,"<li>Peterson gets endorsement from N.J. Second Amendment Society (<a href=""https://newjerseyglobe.com/congress/peterson-gets-endorsement-from-n-j-second-amendment-society/"">NJ Globe</a>)"
2022-04-20 12:32:57,"<li>Atlantic City workers to get $7,500 raises under 2022 budget, mayor says (<a href=""https://pressofatlanticcity.com/news/local/atlantic-city-workers-to-get-7-500-raises-under-2022-budget-mayor-says/article_f61cb392-c00c-11ec-9ce6-671969ba365f.html"">Press of Atlantic City</a>)"
2022-04-20 12:36:13,"<li>Watchung Hills to Appeal Board Reapportionment (<a href=""https://www.tapinto.net/towns/north-plainfield-slash-green-brook-slash-watchung/sections/education/articles/watchung-hills-to-appeal-board-reapportionment-2"">TAPinto</a>)"
,-
2022-04-21 11:44:51,"<li>Raymond Lesniak: Settling Scores (<a href=""https://newjerseyglobe.com/legislature/raymond-lesniak-settling-scores/"">NJ Globe</a>)"
2022-04-21 11:44:32,"<li>State Democratic committees outraise Republican counterparts 3-1 (<a href=""https://newjerseyglobe.com/campaigns/state-democratic-committees-outraise-republican-counterparts-3-1/"">NJ Globe</a>)"
2022-04-21 11:42:46,"<li>New Jersey lawmakers to hold public hearing on Murphy's $48.9 billion budget proposal (<a href=""https://www.cbsnews.com/newyork/news/new-jersey-lawmakers-to-hold-public-hearing-on-murphys-48-9-billion-budget-proposal/"">CBS New York</a>)"
2022-04-21 11:48:19,"<li>A blue wave put this N.J. congressman in office. A red wave could sweep him out. (<a href=""https://www.nj.com/politics/2022/04/a-blue-wave-put-this-nj-congressman-in-office-a-red-wave-could-sweep-him-out.html"">NJ.com</a>)"
2022-04-21 11:48:10,"<li>Inflation: What it is and what it does (<a href=""https://www.njspotlightnews.org/2022/04/inflation-40-year-high-what-that-really-means-nj-budget-implications-complications/"">NJ Spotlight</a>)"
2022-04-21 11:47:42,"<li>NJ plan to expand retirement benefits to thousands stuck in limbo (<a href=""https://www.northjersey.com/story/news/new-jersey/2022/04/20/nj-retirement-benefits-delay-ira-employee-contributions-deductions/7301854001/"">NorthJersey.com</a>)"
2022-04-21 11:47:05,"<li>NJ marijuana: Navigating what's legal and what's illegal (<a href=""https://www.northjersey.com/story/news/local/new-jersey/marijuana/2022/04/21/nj-legal-weed-marijuana-legalization-plan-laws-restrictions/7368299001/"">NorthJersey.com</a>)"
2022-04-21 11:46:46,"<li>Use of 'senatorial courtesy' to impede governor's nominees under increasing scrutiny (<a href=""https://www.njspotlightnews.org/video/use-of-senatorial-courtesy-to-impede-governors-nominees-under-increasing-scrutiny/"">NJ Spotlight</a>)"
21/04/2022 11:45:24,"<li>States rush to revise their abortion laws as a major U.S. Supreme Court decision nears (<a href=""https://newjerseymonitor.com/2022/04/21/states-rush-to-revise-their-abortion-laws-as-a-major-u-s-supreme-court-decision-nears/"">NJ Monitor</a>)"
,-
2022-04-21 21:38:43,"<li>Low-income families need free tax preparers, and VITA provides that and more (<a href=""https://www.publicsq.org/business-economy/low-income-families-need-free-tax-preparers-and-vita-provides-that-and-more"">Public Square</a>)"
2022-04-21 21:33:35,"<li>Social equity in cannabis has come a long way, but lack of capital investment and push back from municipalities can undo that (<a href=""https://www.publicsq.org/business-economy/bjmuikdj73vtjrz46l9r2m041q7tw1 "">Public Square</a>)"
2022-04-25 09:34:05,"<li>A push for racial justice in the new cannabis industry (<a href=""https://www.njspotlightnews.org/2022/04/nj-recreational-cannabis-weed-industry-medical-marijuana-dispensaries-social-equity-black-brown-owned-business/"">NJ Spotlight</a>)"
2022-04-25 09:40:32,"<li>N.J. officials not worried about weed supply going into first weekend of recreational sales (<a href=""https://newjerseymonitor.com/2022/04/22/state-unworried-about-weed-supply-going-into-first-weekend-of-recreational-sales/"">NJ Monitor</a>)"
2022-04-25 09:40:07,"<li>New Jersey Globe's Joey Fox headed to Ireland with governor (<a href=""https://newjerseyglobe.com/governor/new-jersey-globes-joey-fox-headed-to-ireland-with-governor/"">NJ Globe</a>)"
2022-04-25 09:39:54,"<li>Passaic GOP seeks to replace sheriff candidate (<a href=""https://newjerseyglobe.com/local/passaic-gop-seeks-to-replace-sheriff-candidate/"">NJ Globe</a>)"
