Date,OUTPUT
2022-03-22 11:23:06,"<li>Atlantic City casinos have given out more than $28.1 million in jackpots so far this year (<a href=""https://pressofatlanticcity.com/news/local/casinos/atlantic-city-casinos-have-given-out-more-than-28-1-million-in-jackpots-so-far/collection_905d7a88-90bd-11ec-9cc7-3762b8745a64.html"">Press of Atlantic City</a>)"
,-
2022-03-23 07:37:44,"<li>Toms River man's blissful transformation from life on the streets (<a href=""https://www.jerseyshoreonline.com/toms-river/toms-river-mans-blissful-transformation-from-life-on-the-streets/?fbclid=IwAR1XvG-NoXwtAjjc8aJz2HhV7lsiVcQCBxiPZS56bvIk6i-AsR57SQMkfHo"">Jersey Shore Online</a>)"
2022-03-23 10:03:29,"<li>Some suggestions for the cheapest gas in South Jersey | Local News | pressofatlanticcity.com (<a href=""https://pressofatlanticcity.com/news/local/some-suggestions-for-the-cheapest-gas-in-south-jersey/collection_0203054a-a383-11ec-a3e0-2befb97f041e.html"">Press of Atlantic City</a>)"
2022-03-23 10:03:18,"<li>Tolls up on Ocean Drive bridges in Cape May County (<a href=""https://pressofatlanticcity.com/news/local/tolls-up-on-ocean-drive-bridges-in-cape-may-county/article_abfbabce-aa27-11ec-8095-aff598333363.html"">Press of Atlantic City</a>)"
2022-03-23 10:07:34,"<li>For billboard company, a way to honor Saint Peter’s — and it’s Jersey style (<a href=""https://www.roi-nj.com/2022/03/23/opinion/editors-desk/for-billboard-company-a-way-to-honor-saint-peters-and-its-jersey-style/"">ROI-NJ</a>)"
2022-03-23 10:06:06,"<li>Jergens Ultra Healing Moisturizer recalled for possible bacteria (<a href=""https://www.northjersey.com/story/money/shopping/2022/03/21/jergens-ultra-healing-lotion-recall/7118114001/"">NorthJersey.com</a>)"
2022-03-23 10:06:00,"<li>Pancake recall: Walmart Great Value mix, Kroger mix recalled for cable (<a href=""https://www.northjersey.com/story/money/shopping/2022/03/22/walmart-recall-pancake-mix-kroger/7123995001/"">NorthJersey.com</a>)"
2022-03-23 10:05:49,"<li>FAA clears way for new terminal building at N.J. airport, county announces (<a href=""https://www.nj.com/mercer/2022/03/faa-clears-way-for-new-terminal-building-at-nj-airport-county-announces.html"">NJ.com</a>)"
,-
2022-03-23 15:22:28,"<li>The Great Route 546 Bikeway is on its way to Hopewell, Pennington, and Ewing (<a href=""https://mercerme.com/the-great-route-546-bikeway-is-on-its-way-to-hopewell-pennington-and-ewing/"">MercerMe</a>)"
2022-03-23 10:33:36,"<li>Remembering Marine Cpl. Justin Major: Cherry Hill dedicates soccer fields he played on to honor him. (<a href=""https://www.70and73.com/news/remembering-marine-cpl-justin-major-cherry-hill-dedicates-soccer-fields-he-played-on-to-honor/article_5b8967f2-aaa0-11ec-a8c6-7fe65fb83a42.html?fbclid=IwAR0WVeDGiHLK7Rswa_oS-8jvNEb57uE5xGpG3V9RnU1GWYok-IYJda0jIM4"">70and73.com</a>)"
2022-03-24 12:14:38,"<li>Artwork from 31 women on display in storefront windows of N.J. downtown will inspire you (<a href=""https://www.nj.com/essex/2022/03/artwork-from-31-women-on-display-in-storefront-windows-of-nj-downtown-will-inspire-you.html"">NJ.com</a>)"
2022-03-24 12:14:15,"<li>East Brunswick is the center of NJ, says US Census Bureau (<a href=""https://www.mycentraljersey.com/story/news/local/new-jersey/2022/03/23/east-brunswick-center-nj-says-us-census-bureau/7130643001/"">MyCentralJersey</a>)"
2022-03-24 12:25:32,"<li>Indoor smoking ban in Atlantic City casinos could pass (<a href=""https://www.njspotlightnews.org/video/indoor-smoking-ban-in-atlantic-city-casinos-could-pass/"">NJ Spotlight</a>)"
2022-03-24 12:23:59,"<li>Most residents say N.J. is a good place to live, but a third want to leave, poll shows (<a href=""https://www.nj.com/news/2022/03/most-residents-say-nj-is-a-good-place-to-live-but-a-third-want-to-leave-poll-shows.html"">NJ.com</a>)"
2022-03-24 12:23:50,"<li>NJ considers temporarily lowering gas tax. Would it save you money? (<a href=""https://www.northjersey.com/story/news/transportation/2022/03/23/nj-gas-tax-holiday-save-money-pump-inflation/7128627001/"">NorthJersey.com</a>)"
2022-03-24 12:23:26,"<li>NJ MVC appointments for permits, knowledge tests delayed months (<a href=""https://www.northjersey.com/story/news/2022/03/21/nj-mvc-appointments-permits-knowledge-tests-delayed-months/7090728001/"">NorthJersey.com</a>)"
2022-03-24 12:23:20,"<li>Hackensack Meridian Health NJ to sell most of nursing homes (<a href=""https://www.northjersey.com/story/news/health/2022/03/23/hackensack-meridian-health-nj-sell-nursing-homes/7140841001/"">NorthJersey.com</a>)"
2022-03-24 12:22:58,"<li>Montclair State NJ women's baseball club make history (<a href=""https://www.northjersey.com/story/sports/2022/03/24/montclair-state-university-nj-womens-baseball-club-history/7089541001/"">NorthJersey.com</a>)"
,-
2022-03-29 17:27:16,"<li>Heartsick: Local Ukrainians share their grief and worries for a war-torn homeland, their loved ones—and for democracy. (<a href=""https://snjtoday.com/heartsick/"">SJN Today</a>)"
2022-03-30 11:53:04,"<li>Cannabis cultivation, distribution facility proposed in Eatontown NJ (<a href=""https://www.app.com/story/news/local/new-jersey/marijuana/2022/03/28/nj-legal-weed-cannabis-cultivation-distribution-facility-eatontown/7177276001/"">Asbury Park Press</a>)"
2022-03-30 11:52:52,"<li>New Jersey ranks in top 10 least stressed states, report says (<a href=""https://www.app.com/story/news/2022/03/29/nj-top-10-least-stressed-states-wallethub/7208003001/"">Asbury Park Press</a>)"
2022-03-30 11:52:41,"<li>1950 census release: Data revealed Friday after 72-year wait (<a href=""https://www.app.com/story/news/2022/03/30/1950-census-release-us-data-friday-72-year-wait/7207653001/"">Asbury Park Press</a>)"
2022-03-30 11:52:30,"<li>Crypto company that raised $5B ordered to stop selling some offerings. It’s not the ‘Wild West,’ N.J. says (<a href=""https://www.nj.com/news/2022/03/crypto-company-that-raised-5b-ordered-to-stop-selling-some-offerings-its-not-the-wild-west-nj-says.html"">NJ.com</a>)"
2022-03-30 11:57:37,"<li>Damage to Turnpike bridge from too tall truck will cost $5M to fix (<a href=""https://www.nj.com/news/2022/03/damage-to-turnpike-bridge-from-too-tall-truck-will-cost-5m-to-fix.html"">NJ.com</a>)"
2022-03-30 11:55:17,"<li>Garden State Parkway Exit 105 closed on Jersey Shore (<a href=""https://www.northjersey.com/story/news/traffic/2022/03/29/nj-garden-state-parkway-exit-105-closed-nine-months/7205261001/"">NorthJersey.com</a>)"
2022-03-30 11:54:54,"<li>American Dream Mall NJ: Ferris wheel is opening soon (<a href=""https://www.northjersey.com/story/news/local/2022/03/30/american-dream-mall-nj-ferris-wheel-opening/7198035001/"">NorthJersey.com</a>)"
2022-03-30 11:53:40,"<li>Comic Convention to be held at Ocean City this weekend (<a href=""https://pressofatlanticcity.com/news/local/comic-convention-to-be-held-at-ocean-city-this-weekend/article_bd8d4302-b035-11ec-9997-eb1e8d24fd39.html"">Press of Atlantic City</a>)"
2022-03-30 12:00:19,"<li>Many don't receive medications to treat opioid use disorder, research shows (<a href=""https://www.njspotlightnews.org/video/many-dont-receive-medications-to-treat-opioid-use-disorder-research-shows/"">NJ Spotlight</a>)"
2022-03-30 11:59:52,"<li>A call for NJ agencies to speak languages of residents (<a href=""https://www.njspotlightnews.org/2022/03/nj-agencies-translation-15-languages-not-english-bill-diversity/"">NJ Spotlight</a>)"
,-
2022-03-30 13:24:57,"<li>Collaborative reporting project tells the ‘Stories of Atlantic City' (<a href=""https://www.jewishvoicesnj.org/articles/collaborative-project-tells-the-stories-of-atlantic-city/"">Jewish Community Voice</a>)"
2022-04-04 08:11:25,"<li>Redemption for an 'American River': Morristown screening of new doc hints at hope for the Passaic (<a href=""https://morristowngreen.com/2022/04/04/redemption-for-an-american-river-morristown-film-screening-hints-at-hope-for-the-passaic/"">Morristown Green</a>)"
2022-04-01 05:59:07,"<li>South Plainfield native Jeff Praul makes his 'choice,' assisting efforts in Ukraine (<a href=""https://www.tapinto.net/towns/south-plainfield/sections/giving-back/articles/south-plainfield-native-jeff-praul-makes-his-choice-assisting-efforts-in-ukraine"">TAPinto</a>)"
2022-03-30 17:11:44,"<li>Some Moorestown residents plea with town to forget improving their road, fearing 'charm' would be lost. (<a href=""https://www.70and73.com/news/some-moorestown-residents-plea-with-town-to-forget-improving-their-road-fearing-charm-would-be/article_6e7d9d2c-b029-11ec-9b27-2b80187e27ae.html?fbclid=IwAR2JSZYNacNdoppTBoOy9LkIhPdlhqXHt3r8LGKmnPkseNxYJftOJ65eLHk\"">Morristown Green</a>)"
2022-04-04 11:48:18,"<li>Camden arts center honors late poets for National Poetry Month (<a href=""https://whyy.org/articles/camden-arts-center-national-poetry-month-late-poets/"">WHYY</a>)"
2022-04-04 11:47:59,"<li>New Jersey deli owner Hometown International to do Makamer merger (<a href=""https://www.cnbc.com/2022/04/01/new-jersey-deli-owner-hometown-international-to-do-makamer-merger.html"">CNBC</a>)"
2022-04-04 11:57:13,"<li>2 N.J. counties make pitch for more film, TV productions using state tax credits (<a href=""https://www.nj.com/news/2022/04/2-nj-counties-make-pitch-for-more-film-tv-productions-using-state-tax-credits.html"">NJ.com</a>)"
2022-04-13 15:39:58,"<li>Inspira Donates Ambulance To Ukraine (<a href=""https://snjtoday.com/inspira-donates-ambulance-to-ukraine/"">SJN Today</a>)"
2022-04-13 15:36:00,"<li>A Win-Win: Baseball is back for Challenger League, and it’s an all-around win—for players, spectators, and ‘buddy’ athletes. (<a href=""https://snjtoday.com/a-win-win-2/"">SJN Today</a>)"
2022-04-13 10:43:57,"<li>Grand jury clears cop who shot man armed with air pistol; victim's mother angered (<a href=""https://morristowngreen.com/2022/04/12/grand-jury-clears-morris-plains-cop-in-fatal-morris-township-shooting-mother-angered/"">Morristown Green</a>)"
2022-04-11 09:59:34,"<li>Westfield Girls Get a Flag Football League of Their Own (<a href=""https://www.tapinto.net/towns/westfield/sections/sports/articles/westfield-girls-get-a-flag-football-league-of-their-own"">TAPinto</a>)"
,-
2022-04-05 17:50:36,"<li>Connecting with Evesham Township government? Yup, there is now an app for that. (<a href=""https://www.70and73.com/news/connecting-with-evesham-township-government-yup-there-is-now-an-app-for-that/article_aced26ac-b521-11ec-9aae-fb6c94d04921.html"">70and73.com</a>)"
2022-04-04 12:42:34,"<li>What is a SID and how will it benefit Princeton? (<a href=""https://princetonperspectives.com/what-is-a-sid-and-how-will-it-benefit-princeton/"">Princeton Perspectives</a>)"
2022-04-06 17:45:25,"<li>Paws Farm volunteers call for Mount Laurel to set reopening date. Town says it can't fund employees. (<a href=""https://www.70and73.com/news/paws-farm-volunteers-call-for-mount-laurel-to-set-reopening-date-town-says-it-cant/article_7157dc96-b5ca-11ec-acb6-9f14614849c9.html"">70and73.com</a>)"
2022-04-18 13:32:17,"<li>NJ Transit bus service to Philly changes, adds transfer in Camden, NJ (<a href=""https://www.app.com/story/news/2022/04/18/nj-transit-bus-route-philly-terminal-camden-transfer/7357213001/"">Asbury Park Press</a>)"
2022-04-18 13:36:46,"<li>NJ gives grants to make services inclusive to hard of hearing people (<a href=""https://www.northjersey.com/story/news/new-jersey/2022/04/15/nj-grants-services-inclusive-deaf-people/7306117001/"">NorthJersey.com</a>)"
2022-04-18 13:36:37,"<li>Why one NJ brewer decided to make oyster beer (<a href=""https://www.njspotlightnews.org/video/why-one-nj-brewer-decided-to-make-oyster-beer/"">NJ Spotlight</a>)"
2022-04-18 13:35:59,"<li>Innovation Evergreen Fund to give NJ startups a hand (<a href=""https://www.njspotlightnews.org/2022/04/nj-eda-gov-murphy-innovation-evergreen-fund-250m-state-tax-credits-auction-venture-capital-firms-funding-startups-with-high-growth-potential/"">NJ Spotlight</a>)"
,-
2022-04-18 14:30:17,"<li>George Clinton, Anthony Bourdain, Paul Rudd, Phoebe Snow are among NJ Hall of Fame nominees (<a href=""https://www.njarts.net/95522"">NJ Arts.net</a>)"
2022-04-19 10:30:51,"<li>Clark residents condemn mayor, Township Council, over racist recordings (<a href=""https://www.nj.com/news/2022/04/clark-residents-condemn-mayor-township-council-over-racist-recordings.html"">NJ.com</a>)"
2022-04-19 10:29:47,"<li>Breath test machine calibration step skipped, trooper on trial (<a href=""https://www.app.com/videos/news/crime/2022/04/19/breath-test-machine-calibration-step-skipped-trooper-trial/7359972001/"">Asbury Park Press</a>)"
2022-04-19 10:34:48,"<li>N.J. city welcomes children from the war in Ukraine (<a href=""https://www.nj.com/news/2022/04/nj-city-welcomes-children-from-the-war-in-ukraine.html"">NJ.com</a>)"
,-
2022-04-20 08:42:41,"<li>Carteret ""Odyssey Of The Mind"" Students Look For Sponsors  (<a href=""https://www.newjerseystage.com/articles2/2022/04/19/central-jersey-businesses-residents-have-opportunity-to-sponsor-carteret-steam-teams-competing-in-iowa"">New Jersey Stage</a>)"
2022-04-20 12:32:00,"<li>Suspect in Lakewood assaults is charged with federal hate crimes (<a href=""https://newjerseyglobe.com/judiciary/suspect-in-lakewood-assaults-is-charged-with-federal-hate-crimes/"">NJ Globe</a>)"
2022-04-20 12:35:59,"<li>NJ legal weed sales start April 21. What you need to know (<a href=""https://www.northjersey.com/story/news/local/new-jersey/marijuana/2022/04/20/nj-legal-weed-sales-marijuana-dispensary-near-me/7366761001/"">NorthJersey.com</a>)"
2022-04-20 12:35:29,"<li>Newark hosts violence intervention discussions (<a href=""https://www.njspotlightnews.org/video/newark-hosts-violence-intervention-discussions/"">NJ Spotlight</a>)"
2022-04-20 12:35:20,"<li>Garden State Parkway Exit 105 express lane closure: What you must know (<a href=""https://www.northjersey.com/story/news/traffic/2022/04/20/garden-state-parkway-exit-105-express-lane-closure/7371604001/"">NorthJersey.com</a>)"
2022-04-20 12:35:12,"<li>Where to buy recreational marijuana (<a href=""https://www.njspotlightnews.org/2022/04/nj-recreational-marijuana-cannabis-map-medical-dispensaries-approved-adult-use-sales/"">NJ Spotlight</a>)"
2022-04-20 12:35:05,"<li>N.J. restaurant goes viral for berating, threatening customer over delivery dispute (<a href=""https://www.nj.com/news/2022/04/nj-restaurant-goes-viral-for-berating-threatening-customer-over-delivery-dispute.html"">NJ.com</a>)"
,-
2022-04-20 13:12:32,"<li>Sparta's Professionals Worked with Warehouse Developer for Months Before Application (<a href=""https://www.tapinto.net/towns/sparta/sections/government/articles/sparta-s-professionals-worked-with-warehouse-developer-for-months-before-application"">TAPinto</a>)"
2022-04-21 11:42:57,"<li>Former BlackRock leader Vanek appointed as general manager, international of True (<a href=""https://www.roi-nj.com/2022/04/21/industry/former-blackrock-leader-vanek-appointed-as-general-manager-international-of-true/"">ROI-NJ</a>)"
2022-04-21 11:42:09,"<li>Police shoot and kill NJ man during confrontation outside his apartment (<a href=""https://gothamist.com/news/police-shoot-and-kill-nj-man-during-confrontation-outside-his-apartment"">Gothamist</a>)"
2022-04-21 11:47:24,"<li>NJ Transit bus fire at Hudson County storage facility (<a href=""https://www.northjersey.com/story/news/transportation/2022/04/21/nj-transit-bus-fire-hudson-county-storage-facility/7391147001/"">NorthJersey.com</a>)"
2022-04-21 11:45:40,"<li>NJ lawmaker wants to better menstrual health (<a href=""https://www.njspotlightnews.org/2022/04/assemblywoman-shanique-speight-wants-end-period-poverty-sanitary-products-health-screenings-introduces-several-bills/"">NJ Spotlight</a>)"
2022-04-21 11:45:12,"<li>Long Branch NJ ex-cop guilty of drunken-driving death loses appeal (<a href=""https://www.app.com/story/news/local/courts/2022/04/21/long-branch-nj-ex-cop-drunken-driving-death-loses-appeal/7381555001/"">Asbury Park Press</a>)"
2022-04-21 11:44:11,"<li>Atlantic City revelers celebrate 420 on eve of cannabis legal sales (<a href=""https://pressofatlanticcity.com/news/local/atlantic-city-revelers-celebrate-420-on-eve-of-cannabis-legal-sales/article_9982e266-c0d2-11ec-ac43-23f70c71ca0a.html"">Press of Atlantic City</a>)"
2022-04-21 11:44:03,"<li>Flemington DIY’s Jeff Hersch on the community art space’s growth and future (<a href=""https://njindy.com/2022/04/19/flemington-diys-jeff-hersch-on-the-community-art-spaces-growth-and-future/"">NJ Indy</a>)"
2022-04-21 11:43:47,"<li>Postal worker from N.J. created, sold 400 fake vaccine cards using post office printer, feds allege (<a href=""https://www.nj.com/coronavirus/2022/04/postal-worker-from-nj-created-sold-400-fake-vaccine-cards-using-post-office-printer-feds-allege.html"">NJ.com</a>)"
,-
2022-04-21 21:41:53,"<li>NJ Home Bakers Face Municipal Pushback (<a href=""https://www.publicsq.org/business-economy/h48gy73dyh84no9wx6hioyr9mf577m"">Public Square</a>)"
2022-04-21 14:47:15,"<li>MTV's 2022 Video Music Awards will take place at Prudential Center in Newark, Aug. 28 (<a href=""https://www.njarts.net/95544"">NJ Arts.net</a>)"
2022-04-25 09:34:18,"<li>Counties say they should be getting 911 fees collected by state (<a href=""https://www.njspotlightnews.org/2022/04/911-call-center-customer-phone-bills-budget-diversions-county-governments-state/"">NJ Spotlight</a>)"
2022-04-25 09:36:57,"<li>Rutgers University picks prominent journalist as commencement speaker (<a href=""https://www.nj.com/news/2022/04/nj-native-and-prominent-journalist-will-be-rutgers-university-commencement-speaker.html"">NJ.com</a>)"
2022-04-25 09:36:43,"<li>For Jersey City cannabis dispensary hopefuls, it’s a labor of love (<a href=""https://www.nj.com/hudson/2022/04/for-jersey-city-cannabis-dispensary-hopefuls-its-a-labor-of-love.html"">NJ.com</a>)"
2022-04-25 09:40:18,"<li>N.J. racetrack probes rise, as more horses test positive for banned substances (<a href=""https://newjerseymonitor.com/2022/04/25/n-j-racetrack-probes-rise-as-more-horses-test-positive-for-banned-substances/"">NJ Monitor</a>)"
,-
2022-04-26 10:33:59,"<li>Making first stop in Cork, Murphy receives own family crest (<a href=""https://newjerseyglobe.com/governor/making-first-stop-in-cork-murphy-receives-own-family-crest/"">NJ Globe</a>)"
2022-04-26 10:31:49,"<li>N.J. police chief charged with drunken driving following crash, records show (<a href=""https://www.nj.com/news/2022/04/nj-police-chief-charged-with-drunken-driving-following-crash-records-show.html"">NJ.com</a>)"
2022-04-25 09:55:31,"<li>Hasbrouck Heights community groups help veterans ""Dress for Success"" (<a href=""https://www.tapinto.net/towns/hasbrouck-heights-slash-wood-ridge-slash-teterboro/sections/giving-back/articles/hasbrouck-heights-community-groups-help-veterans-dress-for-success"">TAPinto</a>)"
2022-04-26 10:35:47,"<li>NJ rest stops: Applegreen moving HQ to Bergen County (<a href=""https://www.northjersey.com/story/news/2022/04/25/nj-rest-stops-applegreen-bergen-county-gsp-turnpike/7440632001/"">NorthJersey.com</a>)"
2022-04-26 10:35:29,"<li>Most residents upbeat about quality of life in NJ, poll finds (<a href=""https://www.njspotlightnews.org/video/most-residents-upbeat-about-quality-of-life-in-nj-poll-finds/"">NJ Spotlight</a>)"
26/04/2022 10:31:31,"<li>Monmouth poll sees partisan divide in who wants to stay in N.J. (<a href=""https://whyy.org/articles/new-jersey-quality-of-life-monmouth-poll-high-costs-taxes/"">WHYY</a>)"
,-
2022-04-26 12:21:39,"<li>Moorestown decides to fully immerse a historic road's worried residents in its reconstruction. (<a href=""https://www.70and73.com/news/moorestown-decides-to-fully-immerse-a-historic-roads-worried-residents-in-its-reconstruction/article_74c9751c-c572-11ec-acc5-0f63a701ad8e.html"">70and73.com</a>)"
2022-04-26 10:54:44,"<li>Get out and enjoy the best of Princeton (<a href=""https://princetonperspectives.com/get-out-and-enjoy-the-best-of-princeton/"">Princeton Perspectives</a>)"
2022-04-27 10:42:35,"<li>Woman falls into outhouse toilet to retrieve her cell phone (<a href=""https://www.nj.com/news/2022/04/woman-falls-into-outhouse-toilet-to-retrieve-her-cell-phone.html"">NJ.com</a>)"
2022-04-27 10:42:19,"<li>N.J. cop charged with stealing from police union, prosecutor says (<a href=""https://www.nj.com/bergen/2022/04/nj-cop-charged-with-stealing-from-police-union-prosecutor-says.html"">NJ.com</a>)"
,-
2022-04-28 16:01:05,"<li>First NJ Starbucks votes for union: What does that mean for you? (<a href=""https://www.app.com/story/money/business/main-street/2022/04/28/first-nj-starbucks-votes-union-what-does-mean-for-you/7440064001/"">Asbury Park Press</a>)"
