Date,OUTPUT
2022-04-18 13:35:36,"<li>NJ school start times should be set by districts not state: NJSBA (<a href=""https://www.app.com/story/news/2022/04/18/nj-school-start-times-should-set-districts-not-state-njsba/7308177001/"">Asbury Park Press</a>)"
2022-04-18 13:33:40,"<li>As judge mulls school segregation case, lawmakers look at potential solutions (<a href=""https://newjerseymonitor.com/2022/04/18/as-judge-mulls-school-segregation-case-lawmakers-look-at-potential-solutions/"">NJ Monitor</a>)"
,-
2022-04-19 10:32:57,"<li>Students call for more inclusive U.S. history lessons (<a href=""https://www.njspotlightnews.org/2022/04/nj-education-asian-american-pacific-islander-history-advanced-placement-curriculum-make-us-visible-college-board/"">NJ Spotlight</a>)"
2022-04-19 10:31:53,"<li>Higher ed in NJ in line for $100M more state funding (<a href=""https://www.njspotlightnews.org/2022/04/murphy-budget-plan-would-add-100m-nj-higher-education-college-officials-have-concerns/"">NJ Spotlight</a>)"
2022-04-19 10:31:03,"<li>Scare tactics about N.J. sex education standards don't reflect what's in them | Opinion (<a href=""https://newjerseymonitor.com/2022/04/18/scare-tactics-about-n-j-sex-education-standards-dont-reflect-whats-in-them-opinion/"">NJ Monitor</a>)"
2022-04-19 10:34:40,"<li>Questions about state education guidelines raised at Ocean City meetings (<a href=""https://pressofatlanticcity.com/news/local/questions-about-state-education-guidelines-raised-at-ocean-city-meetings/article_49a61c5e-bf56-11ec-a87f-b7b56b0960b1.html"">Press of Atlantic City</a>)"
,-
2022-04-20 12:32:37,"<li>A roundup of Tuesday's school board election results (<a href=""https://newjerseyglobe.com/local/a-roundup-of-tuesdays-school-board-election-results/"">NJ Globe</a>)"
2022-04-20 12:32:25,"<li>Three Incumbents Apparently Retain Seats on New Brunswick Board of Education (<a href=""https://www.tapinto.net/towns/new-brunswick/sections/education/articles/three-incumbents-apparently-retain-seats-on-new-brunswick-board-of-education"">TAPinto</a>)"
2022-04-20 12:31:49,"<li>Qualified special education teachers can be hard to find (<a href=""https://whyy.org/npr_story_post/special-education-teacher-shortage/"">WHYY</a>)"
2022-04-20 12:31:33,"<li>Livingston Middle School Math League Teams Place First in Nation (<a href=""https://www.tapinto.net/towns/nutley/sections/education/articles/livingston-middle-school-math-league-teams-place-first-in-nation-2"">TAPinto</a>)"
2022-04-20 12:30:44,"<li>Sex-ed curriculum controversy inspires bill intended to increase transparency (<a href=""https://newjerseymonitor.com/2022/04/20/sex-ed-curriculum-controversy-inspires-bill-intended-to-increase-transparency/"">NJ Monitor</a>)"
2022-04-20 12:35:40,"<li>Board member Light criticized for allegedly violating protocols (<a href=""https://www.tapinto.net/towns/basking-ridge/sections/education/articles/board-member-light-criticized-for-allegedly-violating-protocols"">TAPinto</a>)"
,-
2022-04-20 13:24:30,"<li>What is it that puts Princeton Public Schools at the top? (<a href=""https://princetonperspectives.com/what-is-it-that-puts-princeton-public-schools-at-the-top/"">Princeton Perspectives</a>)"
2022-04-21 11:43:06,"<li>Path to medical school now goes through Essex CC and Caldwell U. (<a href=""https://www.roi-nj.com/2022/04/21/education/path-to-medical-school-now-goes-through-essex-cc-and-caldwell-u/"">ROI-NJ</a>)"
2022-04-21 11:41:44,"<li>New Jersey's revised sex education standards are controversial. Here's why. (<a href=""https://www.inquirer.com/news/sex-standards-education-new-jersey-20220421.html"">The Inquirer</a>)"
,-
2022-04-25 10:17:04,"<li>Generations of former students laud a Morristown teacher who made a difference. (<a href=""https://morristowngreen.com/2022/04/25/mrs-rhines-opus-former-students-and-colleagues-thank-beloved-educator-in-morristown/"">Morristown Green</a>)"
2022-04-26 10:34:52,"<li>College presidents urge lawmakers to expand higher education aid (<a href=""https://newjerseymonitor.com/2022/04/26/college-presidents-urge-lawmakers-to-expand-higher-education-aid/"">NJ Monitor</a>)"
,-
2022-04-27 08:39:10,"<li>Cherry Hill schools forced teacher transfers 'tearing apart' district; students, parents protest to board. (<a href=""https://www.70and73.com/news/cherry-hill-schools-forced-teacher-transfers-tearing-apart-district-students-parents-protest-to-board/article_843c42d4-c5bf-11ec-b897-bf1d7b04b576.html"">70and73.com</a>)"
2022-04-27 07:58:06,"<li>Montclair State University Professor Named to 2022 Class of Andrew Carnegie Fellows  (<a href=""https://www.montclair.edu/newscenter/2022/04/26/professor-named-to-2022-class-of-andrew-carnegie-fellows/?utm_source=carousel&utm_campaign=homepage_features&utm_medium=montclair.edu&utm_content=1"">Montclair State University</a>)"
2022-04-27 10:39:14,"<li>Lakewood NJ Board of Education will select new member April 29 (<a href=""https://www.app.com/story/news/2022/04/27/lakewood-nj-board-education-select-new-member/9542993002/"">Asbury Park Press</a>)"
2022-04-27 10:41:05,"<li>High Tech High NJ students win MathWorks challenge scholarships (<a href=""https://www.app.com/story/news/local/red-bank-middletown-area/middletown/2022/04/27/high-tech-high-nj-students-win-mathworks-challenge-scholarships/7440511001/"">Asbury Park Press</a>)"
,-
2022-04-27 14:25:55,"<li>Westfield School Budget 2022-23: Community Protests Education Job Cuts (<a href=""https://www.tapinto.net/towns/westfield/sections/education/articles/westfield-school-budget-2022-23-community-protests-education-job-cuts"">TAPinto</a>)"
2022-04-28 15:58:23,"<li>N.J.’s teacher of the year still loves the classroom after 40 years. ‘It’s passion work.’ (<a href=""https://www.nj.com/education/2022/04/njs-teacher-of-the-year-still-loves-the-classroom-after-40-years-its-passion-work.html"">NJ.com</a>)"
2022-04-28 16:00:12,"<li>For this post-pandemic school super, the to-do list helps map out new challenges Profile of a post-pandemic school super (<a href=""https://www.njspotlightnews.org/2022/04/shauna-demarco-covid-19-school-superintendent-tenafly-pandemic-zoom-learning-loss/"">NJ Spotlight</a>)"
2022-04-28 15:59:25,"<li>Bill would require more drug testing for bus drivers (<a href=""https://newjerseymonitor.com/briefs/bill-would-require-more-drug-testing-for-bus-drivers/"">NJ Monitor</a>)"
,-
2022-04-29 13:48:02,"<li>Cherry Hill East students walk out in protest over forced transfer of nine teachers (<a href=""https://www.70and73.com/news/cherry-hill-east-students-walk-out-in-protest-over-forced-transfer-of-nine-teachers/article_2e61a960-c7dd-11ec-9743-ab01bca72198.html"">70and73.com</a>)"
2022-05-02 10:31:03,"<li>NJ Black, Hispanic students, little acces to AP classes (<a href=""https://www.njspotlightnews.org/2022/05/limited-ap-classes-access-black-hispanic-students-new-jersey-larger-racial-gaps-than-national-average/"">NJ Spotlight</a>)"
2022-05-02 10:34:22,"<li>Princeton claims 'no credible allegations of data manipulation' after initial review of Wang, but not all employees were interviewed (<a href=""https://newjerseyglobe.com/redistricing/princeton-claims-no-credible-allegations-of-data-manipulation-after-initial-review-of-wang-but-not-all-employees-were-interviewed/"">NJ Globe</a>)"
2022-05-02 10:34:13,"<li>Oroho asks SCI to investigate Sam Wang (<a href=""https://newjerseyglobe.com/congress/oroho-asks-sci-to-investigate-sam-wang/"">NJ Globe</a>)"
,-
2022-05-03 15:33:11,"<li>Brick's Laurelton School, two-acre property sells for $1.2 million (<a href=""https://www.app.com/story/news/local/redevelopment/2022/05/02/brick-nj-laurelton-school-property-sells-apex-realty/9580219002/"">Asbury Park Press</a>)"
2022-05-03 15:37:57,"<li>NJ student fights Crohn's disease, Asian stigma against disabilities (<a href=""https://www.northjersey.com/story/news/2022/04/28/ridgewood-nj-princeton-university-student-campaign-asians-disabilities-crohns-disease/9553061002/"">NorthJersey.com</a>)"
,-
2022-05-04 09:58:15,"<li>Fight over gender identify set for NJ Board of Ed (<a href=""https://www.njspotlightnews.org/2022/05/nj-state-school-board-sex-health-physical-education-gender-identity-in-classroom-members-letter-requests-review-standards/"">NJ Spotlight</a>)"
2022-05-04 10:01:51,"<li>N.J. ends paper ‘written’ test for driver’s ed students. Will it open more MVC appointments? (<a href=""https://www.nj.com/traffic/2022/05/nj-ends-paper-written-test-for-drivers-ed-students-will-it-open-more-mvc-appointments.html"">NJ.com</a>)"
2022-05-04 10:00:23,"<li>Teacher Appreciation Week 2022: How to get deals, freebies on food, classroom supplies (<a href=""https://www.nj.com/education/2022/05/teacher-appreciation-week-2022-how-to-get-deals-freebies-on-food-classroom-supplies.html"">NJ.com</a>)"
,-
2022-05-05 17:36:56,"<li>State board backs sex-ed standards (<a href=""https://www.njspotlightnews.org/2022/05/sex-education-standards-state-board-of-education-controversy-parents/"">NJ Spotlight</a>)"
2022-05-05 17:38:26,"<li>N.J. school officials stand firm on new sex education standards (<a href=""https://newjerseymonitor.com/2022/05/04/n-j-school-officials-stand-firm-on-new-sex-education-standards/"">NJ Monitor</a>)"
,-
2022-05-06 16:35:41,"<li>Removing tires, battling phragmites: Evesham schools' Maureen Heenan strived for 'real science.' (<a href=""https://www.70and73.com/news/removing-tires-battling-phragmites-evesham-schools-maureen-heenan-strived-for-real-science/article_04edfad2-cc85-11ec-8d89-cb99dfb75848.html"">70and73.com</a>)"
2022-05-09 11:53:29,"<li>NJ colleges return to in-person commencements. Here's the full list (<a href=""https://www.app.com/story/news/2022/05/06/nj-colleges-return-person-commencements-heres-full-list/9628329002/"">Asbury Park Press</a>)"
2022-05-09 11:52:37,"<li>Hindu priest calls for more N.J. schools to add Diwali to calendar (<a href=""https://whyy.org/articles/hindu-priest-more-schools-add-diwali-new-jersey/"">WHYY</a>)"
,-
2022-05-09 17:15:47,"<li>40 Newark Students Are Getting a Debt-Free College Education (<a href=""https://www.tapinto.net/towns/newark/sections/education/articles/these-40-newark-students-are-getting-a-debt-free-college-education"">TAPinto Newark</a>)"
2022-05-10 10:20:54,"<li>Bill requiring menstrual products in school bathrooms clears Senate committee (<a href=""https://newjerseyglobe.com/legislature/bill-requiring-menstrual-products-in-school-bathrooms-clears-senate-committee/"">NJ Globe</a>)"
2022-05-10 10:19:57,"<li>N.J. Catholic high school will close its doors after dramatic drop in enrollment, officials say (<a href=""https://www.nj.com/monmouth/2022/05/nj-catholic-high-school-will-close-its-doors-after-this-academic-year-officials-say.html"">NJ.com</a>)"
2022-05-10 10:18:38,"<li>Sex-ed bill moves ahead in Senate (<a href=""https://www.njspotlightnews.org/2022/05/nj-sex-education-public-school-district-health-family-life-standards-curriculum-annual-public-meetings-parents-input/"">NJ Spotlight</a>)"
,-
2022-05-11 18:10:15,"<li>Fardah Roshan NJ nonprofit keeps Afghanistan kids in school (<a href=""https://www.northjersey.com/story/news/2022/05/11/fardah-roshan-nj-nonprofit-afghanistan-kids-school-taliban-sanctions/9589395002/"">NorthJersey.com</a>)"
2022-05-11 18:09:38,"<li>NJ sexual education: State BOE will not review until AG weighs in (<a href=""https://www.app.com/story/news/2022/05/11/nj-sexual-education-state-board-eduction-attorney-general/9681481002/"">Asbury Park Press</a>)"
2022-05-11 18:14:54,"<li>Anatomy of a firestorm: NJ’s sex-ed controversy (<a href=""https://www.njspotlightnews.org/2022/05/nj-se-ed-guidelines-controversy-firestorm-westfield-parents-vin-gopal-fox-news-republican-campaign-issue/"">NJ Spotlight</a>)"
2022-05-11 13:50:48,"<li>Scholar who Escaped Taliban Finds Purpose in U.S. Academia (<a href=""https://www.montclair.edu/newscenter/2022/05/10/scholar-who-escaped-taliban-finds-purpose-in-u-s-academia/"">Montclair State University</a>)"
2022-05-11 16:30:15,"<li>Montclair Nursing Grads Rock The Today Show (<a href=""https://www.montclair.edu/newscenter/2022/05/11/nursing-grads-rock-the-today-show/?utm_source=carousel&utm_campaign=homepage_features&utm_medium=montclair.edu&utm_content=1"">Montclair State University</a>)"
,-
2022-05-12 14:36:17,"<li>Middletown NJ's Mater Dei Prep not likely to be saved (<a href=""https://www.app.com/story/news/education/in-our-schools/2022/05/12/middletown-nj-mater-dei-prep-school-shutdown/9729485002/"">Asbury Park Press</a>)"
2022-05-12 14:38:09,"<li>Garfield NJ business owner graduates from Berkeley College at 66 (<a href=""https://www.northjersey.com/story/news/2022/05/12/garfield-nj-business-owner-berkeley-college-graduate/9721725002/"">NorthJersey.com</a>)"
,-
2022-05-12 17:52:25,"<li>Newark Teacher Will Be Honored at Princeton University Commencement (<a href=""https://www.tapinto.net/towns/newark/sections/education/articles/newark-teacher-will-be-honored-at-princeton-university-commencement"">TAPinto Newark</a>)"
2022-05-16 08:53:14,"<li>Why this Montclair teacher has kept an empty chair in his classroom for 52 years (subscribers only) (<a href=""https://www.northjersey.com/story/news/local/2022/05/16/montclair-nj-schools-glenfield-teacher-daniel-gill-book-empty-chair/9702637002/"">NorthJersey.com</a>)"
2022-05-16 08:51:24,"<li>School lunch menus in NY, NJ change from bland to culturally appropriate (<a href=""https://www.lohud.com/story/life/2022/05/16/school-lunch-culturally-appropriate-new-york-new-jersey-philadelphia-red-rabbit/7379700001/"">LoHud</a>)"
2022-05-16 08:55:18,"<li>Our view: Quit dithering, start high schools in NJ later (<a href=""https://pressofatlanticcity.com/news/our-view-quit-dithering-start-high-schools-in-nj-later/article_63a04f80-d2d9-11ec-8b0e-bb5b5ec131ad.html"">Press of Atlantic City</a>)"
,-
2022-05-16 21:36:34,"<li>Science Park Student Will Graduate From Prestigious STEM Program (<a href=""https://www.tapinto.net/towns/newark/sections/education/articles/science-park-student-will-graduate-from-prestigious-stem-program"">TAPinto Newark</a>)"
2022-05-16 21:35:02,"<li>Students In Newark-based Building Trades Program Are Getting A Chance To Explore Career Pathways (<a href=""https://www.tapinto.net/towns/newark/sections/education/articles/students-in-newark-based-building-trades-program-are-getting-a-chance-to-explore-career-pathways"">TAPinto Newark</a>)"
2022-05-16 21:31:35,"<li>Newark Resident, Former School Board Member Will Lead Essex County LGBTQ Affairs Office (<a href=""https://www.tapinto.net/towns/newark/sections/essex-county-news/articles/newark-resident-former-school-board-member-will-lead-essex-county-lgbtq-affairs-office"">TAPinto Newark</a>)"
2022-05-26 12:27:31,"<li>Students Demand Action call for school walkout (<a href=""https://pressofatlanticcity.com/news/local/students-demand-action-call-for-school-walkout/article_d2990010-dcf9-11ec-a8e6-4b7f7617ef38.html"">Press of Atlantic City</a>)"
,-
2022-06-01 10:01:20,"<li style=""padding-bottom:.5em"">DOT announces $19.6 million in local grants for Safe Routes to School program (<a href=""https://newjerseyglobe.com/state-government/dot-announces-19-6-million-in-local-grants-for-safe-routes-to-school-program/"">NJ Globe</a>)"
,-
2022-06-02 10:10:04,"<li style=""padding-bottom:.5em"">Adults voting from parents home could determine outcome of Hunterdon school referendum (<a href=""https://newjerseyglobe.com/local/adults-voting-from-parents-home-could-determine-outcome-of-hunterdon-school-referendum/"">NJ Globe</a>)"
2022-06-02 10:08:53,"<li style=""padding-bottom:.5em"">N.J. district renames Woodrow Wilson, Christopher Columbus schools (<a href=""https://www.nj.com/education/2022/06/nj-district-renames-woodrow-wilson-christopher-columbus-schools.html"">NJ.com</a>)"
2022-06-02 10:08:13,"<li style=""padding-bottom:.5em"">New Jersey bill would provide free school meals to students from working class families (<a href=""https://www.phillyvoice.com/new-jersey-bill-food-insecurity-snap-free-school-meals-coughlin-assembly/"">PhillyVoice</a>)"
2022-06-02 10:11:02,"<li style=""padding-bottom:.5em"">A new round of grants for NJ school security (<a href=""https://www.njspotlightnews.org/2022/06/nj-school-security-silent-panic-alarms-grants-parkland-florida-uvalde-texas-mass-shootings-4-million-unspent-gun-reforms/"">NJ Spotlight</a>)"
,-
2022-06-02 21:50:17,"<li style=""padding-bottom:.5em"">Newark Schools District Bumps Starting Teacher Salary To $62K In Effort To Attract, Retain Educators (<a href=""https://www.tapinto.net/towns/newark/sections/education/articles/newark-schools-district-bumps-starting-teacher-salary-to-62k-in-effort-to-attract-retain-educators"">TAPinto Newark</a>)"
,-
2022-06-06 11:07:46,"<li style=""padding-bottom:.5em"">William Paterson University NJ Hennings science building renaming (<a href=""https://www.northjersey.com/story/news/education/2022/06/04/william-paterson-university-nj-dorothy-george-hennings-science-building-renaming/7454838001/"">NorthJersey.com</a>)"
2022-06-06 11:07:38,"<li style=""padding-bottom:.5em"">School-safety training more urgent than ever (<a href=""https://www.njspotlightnews.org/2022/06/school-shooting-mass-shooting-educator-training-threat-assessment-red-flags-warning-signs/"">NJ Spotlight</a>)"
2022-06-06 11:06:52,"<li style=""padding-bottom:.5em"">Threats made against 2 New Jersey high schools cause lockdowns, police presence (<a href=""https://www.fox29.com/news/threat-prompts-school-closures-massive-police-response-in-williamstown"">Fox 29</a>)"
2022-06-06 11:15:25,"<li style=""padding-bottom:.5em"">Mental health part of plans to protect students (<a href=""https://www.njspotlightnews.org/2022/06/nj-health-care-education-mental-behavioral-health-services-students-screening-brief-intervention-and-referral-to-treatment-sbirt-model/"">NJ Spotlight</a>)"
2022-06-06 11:14:26,"<li style=""padding-bottom:.5em"">Students would learn media literacy under bipartisan bill (<a href=""https://newjerseymonitor.com/2022/06/03/students-would-learn-media-literacy-under-bipartisan-bill/"">NJ Monitor</a>)"
2022-06-06 11:16:02,"<li style=""padding-bottom:.5em"">Shortage of NJ teachers exacerbated by decline in candidate numbers (<a href=""https://www.njspotlightnews.org/video/shortage-of-nj-teachers-exacerbated-by-decline-in-candidate-numbers/"">NJ Spotlight</a>)"
,-
2022-06-07 11:50:26,"<li style=""padding-bottom:.5em"">Newark School District 4-8 Graders Trail State Average in Reading, Math, Test Results Show (<a href=""https://www.tapinto.net/towns/newark/sections/education/articles/newark-school-district-4-8-graders-trail-state-average-in-reading-math-test-results-show"">TAPinto Newark</a>)"
2022-06-07 12:22:26,"<li style=""padding-bottom:.5em"">NJ election 2022: Voter intimidation law forces remote school (<a href=""https://www.northjersey.com/story/news/local/2022/06/07/nj-election-2022-voter-intimidation-law-remote-school/7526785001/"">NorthJersey.com</a>)"
,-
2022-06-09 15:47:25,"<li style=""padding-bottom:.5em"">NJ is supposed to replace Newark’s crumbling schools. So far, it hasn’t (<a href=""https://www.njspotlightnews.org/2022/06/crumbling-schools-newark-nj-state-failed-to-replace-rundown-leaky-roofs-outdated-boilers-no-ac-water-fountains/"">NJ Spotlight</a>)"
2022-06-09 15:49:43,"<li style=""padding-bottom:.5em"">Parent threatens to shoot up child’s elementary school in threat to N.J. principal, cops say (<a href=""https://www.nj.com/union/2022/06/parent-threatens-to-shoot-up-childs-elementary-school-in-threat-to-nj-principal-cops-say.html"">NJ.com</a>)"
2022-06-09 15:49:27,"<li style=""padding-bottom:.5em"">Final exams canceled in N.J. school district after ransomware attack cripples computers (<a href=""https://www.nj.com/education/2022/06/final-exams-canceled-in-nj-school-district-after-cyber-attack-cripples-computers.html"">NJ.com</a>)"
,-
2022-06-09 20:55:23,"<li style=""padding-bottom:.5em"">Lafayette Street School Educator Is a 'Teacher of the Year' (<a href=""https://www.tapinto.net/towns/newark/sections/education/articles/lafayette-street-school-educator-is-a-teacher-of-the-year"">TAPinto Newark</a>)"
2022-06-13 09:26:09,"<li style=""padding-bottom:.5em"">How one activist works to change education for students of all ages (<a href=""https://www.njspotlightnews.org/video/how-one-activist-works-to-change-education-for-students-of-all-ages/"">NJ Spotlight</a>)"
2022-06-13 09:24:39,"<li style=""padding-bottom:.5em"">Students urge Piscataway school board to reinstate fired counselor (<a href=""https://www.njspotlightnews.org/video/students-urge-piscataway-school-board-to-reinstate-fired-counselor/"">NJ Spotlight</a>)"
2022-06-13 09:23:23,"<li style=""padding-bottom:.5em"">'Magical' connection between Ms. Marvel and students at Jersey City's McNair HS (<a href=""https://www.njspotlightnews.org/video/magical-connection-between-ms-marvel-and-students-at-jersey-citys-mcnair-hs/"">NJ Spotlight</a>)"
,-
2022-06-14 11:03:40,"<li style=""padding-bottom:.5em"">Oakcrest student found with gun magazine, bullets during field trip (<a href=""https://pressofatlanticcity.com/news/local/oakcrest-student-found-with-gun-magazine-bullets-during-field-trip/article_7e181cce-ebe5-11ec-87d2-73b33dcc3584.html"">Press of Atlantic City</a>)"
,-
2022-06-15 16:58:01,"<li style=""padding-bottom:.5em"">Pleasantville school board votes for conclusion of superintendent investigation while disputing costs (<a href=""https://pressofatlanticcity.com/news/local/education/pleasantville-school-board-votes-for-conclusion-of-superintendent-investigation-while-disputing-costs/article_b936f684-ecc8-11ec-b89b-5bf55b4ba99c.html"">Press of Atlantic City</a>)"
2022-06-15 16:57:27,"<li style=""padding-bottom:.5em"">Vo-tech, county colleges in line for new grants (<a href=""https://www.njspotlightnews.org/2022/06/new-round-nj-grants-career-training-county-colleges-vo-techs-vocational-technical-schools/"">NJ Spotlight</a>)"
2022-06-15 16:56:10,"<li style=""padding-bottom:.5em"">School mask mandate: Some NJ preschoolers must still wear face masks (<a href=""https://www.northjersey.com/story/news/2022/06/15/school-mask-mandate-some-nj-preschoolers-must-still-wear-face-masks/7608290001/"">NorthJersey.com</a>)"
2022-06-15 16:55:06,"<li style=""padding-bottom:.5em"">NJ BOE member posts 'homosexuality is a sin.' LGBTQ advocate says no 'excuse for prejudice' (<a href=""https://www.app.com/story/news/education/2022/06/15/lgbtq-belmar-nj-school-board-member-says-homosexuality-sin/7617347001/"">Asbury Park Press</a>)"
,-
2022-06-16 12:39:20,"<li style=""padding-bottom:.5em"">Middle Township Board of Education member retiring after 60 years (<a href=""https://pressofatlanticcity.com/middle-township-board-of-education-member-retiring-after-60-years/article_19498e6a-ed82-11ec-8b5c-df6c95d0a5f0.html"">Press of Atlantic City</a>)"
2022-06-16 12:44:33,"<li style=""padding-bottom:.5em"">Rutgers Cancer Institute of N.J. team heads group awarded $25M for research (<a href=""https://www.roi-nj.com/2022/06/16/healthcare/rutgers-cancer-institute-of-n-j-team-heads-group-awarded-25m-for-research/"">ROI-NJ</a>)"
2022-06-15 17:32:42,"<li style=""padding-bottom:.5em"">Westfield School Board Approves New Sex Ed Curriculum (<a href=""https://www.tapinto.net/towns/westfield/sections/education/articles/westfield-school-board-approves-new-sex-ed-curriculum"">TAPinto Westfield</a>)"
,-
2022-06-20 10:44:29,"<li style=""padding-bottom:.5em"">Bridgewater mayor assigns police officers to all schools for remainder of school year (<a href=""https://newjerseyglobe.com/local/bridgewater-mayor-assigns-police-officers-to-all-schools-for-remainder-of-school-year/"">NJ Globe</a>)"
2022-06-20 10:50:42,"<li style=""padding-bottom:.5em"">New Jersey bills propose school threat assessment teams, better mental health access (<a href=""https://www.northjersey.com/story/news/new-jersey/2022/06/20/nj-school-shooting-threat-assessment-bill-mental-health-access/7644940001/"">NorthJersey.com</a>)"
2022-06-20 10:49:03,"<li style=""padding-bottom:.5em"">Inside the quiet rooms: N.J. schools are locking kids in padded rooms. Are they breaking the law? (<a href=""https://www.nj.com/education/2022/06/inside-the-quiet-rooms.html"">NJ.com</a>)"
,-
2022-06-21 09:47:31,"<li style=""padding-bottom:.5em"">Should there be cops in N.J. schools? Texas shooting reignites debate. (<a href=""https://www.nj.com/education/2022/06/should-there-be-cops-in-nj-schools-texas-shooting-reignites-debate.html"">NJ.com</a>)"
2022-06-21 09:50:58,"<li style=""padding-bottom:.5em"">As mental issues grow on campus, help is aimed at improving services (<a href=""https://www.njspotlightnews.org/2022/06/nj-student-mental-health-issues-grow-stress-pandemic-isolation-crisis-assemblywoman-sadaf-f-jaffer/"">NJ Spotlight</a>)"
2022-06-21 09:50:38,"<li style=""padding-bottom:.5em"">High school graduation test may get a rewrite (<a href=""https://www.njspotlightnews.org/2022/06/nj-new-high-school-exit-exam-possible-sen-teresa-ruiz/"">NJ Spotlight</a>)"
,-
2022-06-22 10:26:54,"<li style=""padding-bottom:.5em"">N.J. high school grads race down motorsports track to accept diplomas (<a href=""https://www.nj.com/news/2022/06/nj-high-school-grads-race-down-motorsports-track-to-accept-diplomas.html"">NJ.com</a>)"
2022-06-22 10:27:47,"<li style=""padding-bottom:.5em"">Bills aim to revamp testing requirement for high school juniors (<a href=""https://newjerseymonitor.com/2022/06/21/bills-aim-to-revamp-testing-requirement-for-high-school-juniors/"">NJ Monitor</a>)"
2022-06-22 10:29:36,"<li style=""padding-bottom:.5em"">Rutgers to raise tuition and fees by 2.9% (<a href=""https://www.roi-nj.com/2022/06/22/education/rutgers-to-raise-tuition-and-fees-by-2-9/"">ROI-NJ</a>)"
2022-06-22 10:29:05,"<li style=""padding-bottom:.5em"">Best to succeed Angelson as chair of Rutgers board of governors (<a href=""https://www.roi-nj.com/2022/06/22/education/best-to-succeed-angelson-as-chair-of-rutgers-board-of-governors/"">ROI-NJ</a>)"
2022-06-22 10:28:42,"<li style=""padding-bottom:.5em"">Why Rowan’s Houshmand embraces county colleges — and hopes others will, too (<a href=""https://www.roi-nj.com/2022/06/22/opinion/editors-desk/why-rowans-houshmand-embraces-county-colleges-and-hopes-others-will-too/"">ROI-NJ</a>)"
,-
